Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, LTL, PLN, RON, SEK, CHF, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, ILS, 
30 January 2014, 1.3574, 139.28, 1.9558, 27.594, 7.4622, 0.82380, 310.97, 3.4528, 4.2312, 4.5110, 8.8347, 1.2233, 8.4680, 7.6605, 47.8025, 3.0808, 1.5459, 3.2955, 1.5176, 8.2302, 10.5421, 16551.39, 85.0840, 1469.53, 18.1111, 4.5417, 1.6624, 61.527, 1.7323, 44.745, 15.2700, 4.7416, 
